NumTransactions,TotalBitcoins,MarketPrice,SP500-Close,Difficulty,BitcoinDaysDestroyed,CostPerTransaction,TransactionFeesUSD,TransactionFees,MedianConfirmationTime,TxTradeRatio,EuroPriceInUSD,SP500-Volume,TradeVolume,OutputVolume,EstimatedTransactionVolume,WikipediaTrend,CostPerTransactionPercent,Y
-0.833659932515,-1.80915567584,-0.711431369178,-1.45162362397,-0.472981496054,-0.532673728075,-0.732719086878,-0.580406611056,-0.779004138646,-1.10654491164,-0.642816648336,0.716418021752,0.447530587231,-0.475642277657,-0.484852910157,-0.556213737242,-0.314394296365,-0.0291474560985,-0.711431369178
-0.83367770079,-1.80915567584,-0.711431369178,-1.45529296555,-0.472981496083,-0.532673728075,-0.732719086878,-0.580406611056,-0.779004138646,-1.10654491164,-0.642816648336,0.628237084012,0.852913968765,-0.475642277657,-0.484874319512,-0.556213737242,-0.314432790635,-0.0291474560985,-0.711431369178
-0.83367770079,-1.80915567584,-0.711431369178,-1.45896230712,-0.472981496083,-0.532673728075,-0.732719086878,-0.580406611056,-0.779004138646,-1.10654491164,-0.642816648336,0.540056146179,1.25829735029,-0.475642277657,-0.484874319512,-0.556213737242,-0.314394296365,-0.0291474560985,-0.711431369178
-0.83367770079,-1.80915567584,-0.711431369178,-1.44061549802,-0.472981496083,-0.532673728075,-0.732719086878,-0.580406611056,-0.779004138646,-1.10654491164,-0.642816648336,0.30718395128,1.23933786127,-0.475642277657,-0.484874319512,-0.556213737242,-0.314432790635,-0.0291474560985,-0.711431369178
-0.83367770079,-1.80915567584,-0.711431369178,-1.51159863941,-0.472981496083,-0.532673728075,-0.732719086878,-0.580406611056,-0.779004138646,-1.10654491164,-0.642816648336,0.552165500314,0.626934789142,-0.475642277657,-0.484874319512,-0.556213737242,-0.314432790635,-0.0291474560985,-0.711431369178
-0.83367770079,-1.80915567584,-0.711431369178,-1.50380452013,-0.472981496083,-0.532673728075,-0.732719086878,-0.580406611056,-0.779004138646,-1.10654491164,-0.642816648336,0.572658253465,0.88217101021,-0.475642277657,-0.484874319512,-0.556213737242,-0.314394296365,-0.0291474560985,-0.711431369178
-0.833428944937,-1.80901029316,-0.711431369178,-1.55284744892,-0.472981496054,-0.532673728075,-0.732719086878,-0.580406611056,-0.779004138646,-1.10654491164,-0.642816648336,0.635068001698,0.637229373126,-0.475642277657,-0.484574588546,-0.556213737242,-0.314432790635,-0.0291474560985,-0.711431369178
-0.833126884259,-1.80868837437,-0.711431369178,-1.56979396712,-0.472981496054,-0.532673728075,-0.732719086878,-0.580406611056,-0.779004138646,-1.10654491164,-0.642816648336,0.545024086306,0.639767397724,-0.475642277657,-0.484210629516,-0.556213737242,-0.314394296365,-0.0291474560985,-0.711431369178
-0.831794263619,-1.8075876198,-0.711431369178,-1.58674048533,-0.472981496054,-0.532673728075,-0.732719086878,-0.580406611056,-0.779004138646,-1.10654491164,-0.642816648336,0.454980171007,0.642305422322,-0.475642277657,-0.482604927913,-0.556213737242,-0.314432790635,-0.0291474560985,-0.711431369178
-0.831989714646,-1.80666340133,-0.711431369178,-1.60368700353,-0.472981496054,-0.532654078616,-0.732719086878,-0.580406611056,-0.779004138646,-1.10654491164,-0.642816648336,0.364936255615,0.64484344692,-0.475642277657,-0.482904230691,-0.556128803446,-0.314432790635,-0.00629353608558,-0.711431369178
