Index,AvgBlockSize,BitcoinDaysDestroyed,BitcoinDaysDestroyedMinYear,CostPerTransactionPercent,CostPerTransaction,EstimatedTransactionVolumeUSD,EstimatedTransactionVolume,EuroPriceInUSD,MarketPrice,MedianConfirmationTime,OutputVolume,SP500.Close,SP500.Volume,TradeVolume,TransactionFeesUSD,TransactionFees,TxTradeRatio,WikipediaTrend,Y
150,151,-0.787213017660245,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.1511127855952,-0.711431369178173,-1.10654491164431,-0.48296888694261403,-1.41520838634009,1.76895680476374,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.313893870853984,-0.711431369178173
151,152,-0.787212580565241,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.1222366334276799,-0.711431369178173,-1.10654491164431,-0.482776202750216,-1.4480554504988,1.17802453019586,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.314124836474241,-0.711431369178173
152,153,-0.7872126547782541,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.0179098901127601,-0.711431369178173,-1.10654491164431,-0.484039354678155,-1.42097806049797,1.2039569078431498,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.314163330744284,-0.711431369178173
153,154,-0.787213037561163,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.09429197003975,-0.711431369178173,-1.10654491164431,-0.48365398629336,-1.42697555647414,1.1371845975411499,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.31408634220419795,-0.711431369178173
154,155,-0.7872165377540471,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,0.997727633190438,-0.711431369178173,-1.10654491164431,-0.484360494998817,-1.42777692147749,0.901347196058966,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.314163330744284,-0.711431369178173
155,156,-0.787212531509179,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,0.90116329643427,-0.711431369178173,-1.10654491164431,-0.484788682093033,-1.4285782864783099,0.665509794585687,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.314124836474241,-0.711431369178173
156,157,-0.7872133995289029,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,0.8045989595849541,-0.711431369178173,-1.10654491164431,-0.483332845972697,-1.42937965148165,0.42967239310350297,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.314201825014327,-0.711431369178173
157,158,-0.7872136566673121,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,0.891227416087513,-0.711431369178173,-1.10654491164431,-0.482861840169059,-1.42105405171595,0.39095193362189296,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.313893870853984,-0.711431369178173
158,159,-0.7872128790388571,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.02443031156995,-0.711431369178173,-1.10654491164431,-0.48309734307087804,-1.42935432276272,1.22758279997855,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.313893870853984,-0.711431369178173
159,160,-0.7872127899765908,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,0.9005423038834891,-0.711431369178173,-1.10654491164431,-0.48288324952377,-1.41482873392149,1.33571155320433,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.31397085939407005,-0.711431369178173
160,161,-0.787212901316398,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,0.9331444111694001,-0.711431369178173,-1.10654491164431,-0.48292606823319206,-1.41148833165438,0.46947039987059397,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.31424031928436896,-0.711431369178173
161,162,-0.7872153250528979,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,0.8853279871811129,-0.711431369178173,-1.10654491164431,-0.48329002726327597,-1.4304593970479798,0.5198628040563129,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.31427881355441195,-0.711431369178173
162,163,-0.7872138364003628,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,0.8375115630996801,-0.711431369178173,-1.10654491164431,-0.48337566468211896,-1.44943046243904,0.5702552082331259,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.31424031928436896,-0.711431369178173
163,164,-0.787213059160945,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,0.789695139111394,-0.711431369178173,-1.10654491164431,-0.483118752425589,-1.46840152783263,0.620647612418845,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.314047847934155,-0.711431369178173
164,165,-0.7872132559260621,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,0.8269546902952909,-0.711431369178173,-1.10654491164431,-0.4833114366179871,-1.49813601154254,0.846237925111606,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.31424031928436896,-0.711431369178173
165,166,-0.7872145918636851,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,0.7803802513154191,-0.711431369178173,-1.10654491164431,-0.483225799199143,-1.5013244313736698,1.35602465533808,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.313932365124027,-0.711431369178173
166,167,-0.7872136591929191,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,0.854899353683213,-0.711431369178173,-1.10654491164431,-0.4831401617803,-1.48194014691522,0.608295892708406,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.31408634220419795,-0.711431369178173
167,168,-0.7872135814216299,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,0.866077219038383,-0.711431369178173,-1.10654491164431,-0.48301170565203494,-1.47470268500943,1.52499475612098,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.31427881355441195,-0.711431369178173
168,169,-0.78721379061471,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,0.8431004957772641,-0.711431369178173,-1.10654491164431,-0.48307593371616797,-1.4984818383490401,1.2847135852548701,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.313932365124027,-0.711431369178173
169,170,-0.787214262206963,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,0.820123772609294,-0.711431369178173,-1.10654491164431,-0.483268617908565,-1.52226099169119,1.04443241439766,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.31408634220419795,-0.711431369178173
170,171,-0.7867996879754391,-0.5268058604588131,-0.276754326525458,-0.0289831133029152,-0.732719086878351,-0.610708093989111,-0.545597012732979,0.797147049348173,-0.711431369178173,-1.10654491164431,-0.48187700985236204,-1.5460401450308099,0.80415124353155,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.314163330744284,-0.711431369178173
171,172,-0.78721373338264,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,0.9089257028998651,-0.711431369178173,-1.10654491164431,-0.483247208553854,-1.5408271257139199,0.952941822422702,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.314124836474241,-0.711431369178173
172,173,-0.7871834037523701,-0.531842671577736,-0.276754326525458,-0.0249563795246313,-0.732719086878351,-0.610708093989111,-0.5557713737204599,0.956431630659335,-0.711431369178173,-1.10654491164431,-0.48299073304816,-1.5260483888660499,0.566182495079949,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.313778388043855,-0.711431369178173
173,174,-0.7872135709673059,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,0.8735291292751619,-0.711431369178173,-1.10654491164431,-0.48329002726327597,-1.47715728561914,0.810652148642308,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.31424031928436896,-0.711431369178173
174,175,-0.7870886710217491,-0.53178166835783,-0.276754326525458,-0.0285989620182036,-0.732719086878351,-0.610708093989111,-0.5526748290720961,1.01884137889236,-0.711431369178173,-1.10654491164431,-0.482540699848397,-1.48059885851809,1.84849938620112,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.314163330744284,-0.711431369178173
175,176,-0.787214171712963,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.00704252098641,-0.711431369178173,-1.10654491164431,-0.483054524361457,-1.4735722786319598,1.2949131788501103,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.314124836474241,-0.711431369178173
176,177,-0.787191227712935,-0.5326629401367651,-0.276754326525458,-0.016575232235239,-0.732719086878351,-0.610708093989111,-0.5561252645374161,0.995243663173611,-0.711431369178173,-1.10654491164431,-0.483761033066914,-1.4665456987458199,0.7413269714901899,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.314047847934155,-0.711431369178173
177,178,-0.787213543613147,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,0.9834448052676591,-0.711431369178173,-1.10654491164431,-0.483247208553854,-1.4595191188596899,0.18774076413917898,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.313932365124027,-0.711431369178173
178,179,-0.7871757293149341,-0.532642520111576,-0.276754326525458,-0.0248581091333961,-0.732719086878351,-0.610708093989111,-0.5557713737204599,1.05423795251706,-0.711431369178173,-1.10654491164431,-0.482949618523374,-1.4795360519077099,0.558034100317835,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.3138553765839411,-0.711431369178173
179,180,-0.787197529811524,-0.532653308049412,-0.276754326525458,-0.0240322865855143,-0.732719086878351,-0.610708093989111,-0.555859846424699,1.01884137889236,-0.711431369178173,-1.10654491164431,-0.483054524361457,-1.46938834322503,-0.07261603287193599,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.314201825014327,-0.711431369178173
180,181,-0.7872139336948851,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,0.975061406251283,-0.711431369178173,-1.10654491164431,-0.483332845972697,-1.53748672344681,-0.0622858274904579,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.313739893773812,-0.711431369178173
181,182,-0.7871994412247421,-0.5326597294409811,-0.276754326525458,0.022004239031475,-0.732719086878351,-0.610708093989111,-0.556178348159959,0.937801855067386,-0.711431369178173,-1.10654491164431,-0.48307593371616797,-1.53603163928258,0.111720248415914,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.314201825014327,-0.711431369178173
182,183,-0.787213017660245,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,0.903026273993465,-0.711431369178173,-1.10654491164431,-0.48296888694261403,-1.5345765551183501,0.285726324322285,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.314163330744284,-0.711431369178173
183,184,-0.787212771883872,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,0.868250692826394,-0.711431369178173,-1.10654491164431,-0.483161571135011,-1.53312147095411,0.4597324002286571,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.31427881355441195,-0.711431369178173
184,185,-0.787212637168385,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,0.833475111752473,-0.711431369178173,-1.10654491164431,-0.48292606823319206,-1.5316663867898799,0.6337384761350289,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.314047847934155,-0.711431369178173
185,186,-0.7872126078186059,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,0.947116742863359,-0.711431369178173,-1.10654491164431,-0.483525530165095,-1.57643245421356,0.598758263429472,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.31400935366411203,-0.711431369178173
186,187,-0.787212774926587,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,0.837201066870862,-0.711431369178173,-1.10654491164431,-0.483182980489722,-1.5801525063686699,1.5324663443236202,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.3138553765839411,-0.711431369178173
187,188,-0.7872138372482459,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,0.920103568255035,-0.711431369178173,-1.10654491164431,-0.4831401617803,-1.5722570646237701,0.308328101269002,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.314047847934155,-0.711431369178173
188,189,-0.7872131177889191,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,0.837201066870862,-0.711431369178173,-1.10654491164431,-0.483118752425589,-1.5812406442285702,-0.0791347486816274,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.314163330744284,-0.711431369178173
189,190,-0.787212760437459,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,0.8601777901319828,-0.711431369178173,-1.10654491164431,-0.48307593371616797,-1.5627504491240303,0.0952201200818288,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.314124836474241,-0.711431369178173
190,191,-0.787213480356648,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,0.8831545132999541,-0.711431369178173,-1.10654491164431,-0.483247208553854,-1.5442602540195,0.26957498883637904,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.313893870853984,-0.711431369178173
191,192,-0.7872128477916709,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,0.9061312365610731,-0.711431369178173,-1.10654491164431,-0.483247208553854,-1.52577005891496,0.443929857599836,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.31408634220419795,-0.711431369178173
192,193,-0.787212798592173,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,0.9210350570346321,-0.711431369178173,-1.10654491164431,-0.483332845972697,-1.51364841324557,0.131877506933996,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.31381688231389804,-0.711431369178173
193,194,-0.787212845041385,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.0123209574351801,-0.711431369178173,-1.10654491164431,-0.483889489195179,-1.44572734670928,1.1023824918249299,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.313932365124027,-0.711431369178173
194,195,-0.7872128102044721,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.05051199739868,-0.711431369178173,-1.10654491164431,-0.48339707403682997,-1.42533076377325,0.7994314083141508,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.314201825014327,-0.711431369178173
195,196,-0.7872136409308359,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.01325244621478,-0.711431369178173,-1.10654491164431,-0.48348271145567295,-1.42624173978332,1.01559986127105,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.314163330744284,-0.711431369178173
196,197,-0.787217339003022,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.05268547118669,-0.711431369178173,-1.10654491164431,-0.4848100914477439,-1.4171737766669499,0.9300402320409681,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.31408634220419795,-0.711431369178173
197,198,-0.7872135484790329,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.09211849625174,-0.711431369178173,-1.10654491164431,-0.483761033066914,-1.40810581354806,0.844480602819795,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.3138553765839411,-0.711431369178173
198,199,-0.7872133007081941,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.1315515212236498,-0.711431369178173,-1.10654491164431,-0.483268617908565,-1.3990378504317,0.758920973589716,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.31424031928436896,-0.711431369178173
199,200,-0.786308917565157,-0.520022173977448,-0.276754326525458,-0.0290714475555489,-0.732719086878351,-0.610708093989111,-0.534980288224303,1.13714045390124,-0.711431369178173,-1.10654491164431,-0.48069963664500803,-1.39030726952847,1.16513848951741,-0.47564227765726097,-0.580406611056386,-0.77228114842021,-0.6428166483358551,-0.313932365124027,-0.711431369178173
200,201,-0.7872146913977159,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.1073328129541202,-0.711431369178173,-1.10654491164431,-0.48339707403682997,-1.39159789795714,0.563849293519649,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.31408634220419795,-0.711431369178173
201,202,-0.787214643892836,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.14272938657882,-0.711431369178173,-1.10654491164431,-0.48346130210096205,-1.3353681647031699,1.56797197264772,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.3138553765839411,-0.711431369178173
202,203,-0.7872131084084399,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.1408664090196299,-0.711431369178173,-1.10654491164431,-0.483268617908565,-1.32785221848003,0.407293249893456,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.313932365124027,-0.711431369178173
203,204,-0.7872129850463359,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.15390725193399,-0.711431369178173,-1.10654491164431,-0.4837396237122029,-1.32538912097716,0.458644463365829,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.313739893773812,-0.711431369178173
204,205,-0.787214380545274,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.1669480948483502,-0.711431369178173,-1.10654491164431,-0.48459599790063596,-1.32292602347681,0.509995676847108,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.314047847934155,-0.711431369178173
205,206,-0.7872133577971829,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.17998893776272,-0.711431369178173,-1.10654491164431,-0.483504120810384,-1.32046292597393,0.5613468903194809,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.31397085939407005,-0.711431369178173
206,207,-0.78721373338264,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.14272938657882,-0.711431369178173,-1.10654491164431,-0.48393230790459996,-1.32694124246996,1.32636984161367,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.314047847934155,-0.711431369178173
207,208,-0.78721373338264,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.02629328912914,-0.711431369178173,-1.10654491164431,-0.48418922016113,-1.33825292586428,1.04889696292738,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.31381688231389804,-0.711431369178173
208,209,-0.7870411786929291,-0.5325955155252899,-0.276754326525458,-0.028325742120521,-0.732719086878351,-0.610708093989111,-0.5558421518838511,0.978787361369673,-0.711431369178173,-1.10654491164431,-0.48451036048179297,-1.30889809204239,1.8115599966128701,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.31343193961347,-0.711431369178173
209,210,-0.787213332758155,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.05796390763545,-0.711431369178173,-1.10654491164431,-0.4846174072553471,-1.30705080877272,1.01354272554422,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.31350892815355497,-0.711431369178173
210,211,-0.7872139946594789,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.10919579051331,-0.711431369178173,-1.10654491164431,-0.48438190435352796,-1.29427128617592,1.15138862994068,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.31400935366411203,-0.711431369178173
211,212,-0.787213332758155,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.1604276733911698,-0.711431369178173,-1.10654491164431,-0.48423203887055205,-1.2814917635765801,1.2892345343371499,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.314163330744284,-0.711431369178173
212,213,-0.787214775006308,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.21165955626903,-0.711431369178173,-1.10654491164431,-0.484553179191214,-1.26871224097977,1.4270804387336102,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.31397085939407005,-0.711431369178173
213,214,-0.7872145208169742,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.28711014741642,-0.711431369178173,-1.10654491164431,-0.483632576938649,-1.26106979793644,1.52527082195446,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.31397085939407005,-0.711431369178173
214,215,-0.7872136409308359,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.31132885568596,-0.711431369178173,-1.10654491164431,-0.48292606823319206,-1.26848457352773,2.8863822451577903,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.313662905233727,-0.711431369178173
215,216,-0.787213332758155,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.2740693045020601,-0.711431369178173,-1.10654491164431,-0.48281902145963795,-1.2827570093011498,2.4511421953178303,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.31316247972317,-0.711431369178173
216,217,-0.7872127913737109,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.26195995036729,-0.711431369178173,-1.10654491164431,-0.48329002726327597,-1.24884713853205,2.5167831700235697,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.31400935366411203,-0.711431369178173
217,218,-0.786464497192851,-0.523959771287583,-0.276754326525458,-0.0290555735355195,-0.732719086878351,-0.610708093989111,-0.536749742309082,1.21383303005704,-0.711431369178173,-1.10654491164431,-0.48074251530062295,-1.25169827821652,2.0949636005650802,-0.47564227765726097,-0.580406611056386,-0.772761362007741,-0.6428166483358551,-0.3138553765839411,-0.711431369178173
218,219,-0.7872126786773591,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.16570610983994,-0.711431369178173,-1.10654491164431,-0.482776202750216,-1.25454941790099,1.6731440311155001,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.313893870853984,-0.711431369178173
219,220,-0.787212531509179,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.11757918952969,-0.711431369178173,-1.10654491164431,-0.483118752425589,-1.2574005575854499,1.25132446165702,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.314163330744284,-0.711431369178173
220,221,-0.7872129620310171,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.0840455934641802,-0.711431369178173,-1.10654491164431,-0.48343989274625204,-1.2896656356536498,1.5782220298840002,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.313932365124027,-0.711431369178173
221,222,-0.7872140161763941,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.0877715485825699,-0.711431369178173,-1.10654491164431,-0.48341848339154103,-1.2606649686345701,1.3333338248967,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.31408634220419795,-0.711431369178173
222,223,-0.78721407465535,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.20234466847306,-0.711431369178173,-1.10654491164431,-0.4831401617803,-1.2431533012259,1.11291752024414,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.313932365124027,-0.711431369178173
223,224,-0.7872131971621709,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.20327615725265,-0.711431369178173,-1.10654491164431,-0.48348271145567295,-1.26501751754359,0.8369318349188091,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.313662905233727,-0.711431369178173
224,225,-0.7872149352561009,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.13434598756244,-0.711431369178173,-1.10654491164431,-0.48414640145170895,-1.28556598337973,0.5839664779651309,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.31350892815355497,-0.711431369178173
225,226,-0.787215031405978,-0.532673728074601,-0.276754326525458,-0.0291474560985132,-0.732719086878351,-0.610708093989111,-0.556213737241655,1.06541581787223,-0.711431369178173,-1.10654491164431,-0.48433908564410605,-1.30611444921333,0.331001121011453,-0.47564227765726097,-0.580406611056386,-0.7790041386456491,-0.6428166483358551,-0.31397085939407005,-0.711431369178173
